condition_name,condition_slug,symptom_names,symptom_slugs,symptom_probabilities,text,num_symptoms,max_symptom_probability,mean_symptom_probability,urgent_score,gp_score,self_score,label,override_applied,text_len_words,label_numeric
Hypocalcemia,hypocalcemia,"['Shortness of breath', 'Sharp abdominal pain', 'Loss of sensation', 'Seizures', 'Weakness', 'Paresthesia', 'Sharp chest pain']","['shortness-of-breath', 'sharp-abdominal-pain', 'loss-of-sensation', 'seizures', 'weakness', 'paresthesia', 'sharp-chest-pain']","[49, 49, 43, 43, 43, 43, 43]","Condition: Hypocalcemia. Patient reports: Shortness of breath, Sharp abdominal pain, Loss of sensation, Seizures, Weakness, Paresthesia, Sharp chest pain.",7,49,44.71428571428572,3,1,0,urgent,False,19,2
Spinocerebellar ataxia,spinocerebellar-ataxia,"['Problems with movement', 'Dizziness', 'Abnormal involuntary movements', 'Skin rash', 'Fainting', 'Difficulty speaking', 'Headache']","['problems-with-movement', 'dizziness', 'abnormal-involuntary-movements', 'skin-rash', 'fainting', 'difficulty-speaking', 'headache']","[72, 53, 42, 27, 27, 27, 27]","Condition: Spinocerebellar ataxia. Patient reports: Problems with movement, Dizziness, Abnormal involuntary movements, Skin rash, Fainting, Difficulty speaking, Headache.",7,72,39.285714285714285,1,3,0,urgent,False,18,2
Lymphangitis,lymphangitis,"['Skin on arm or hand looks infected', 'Neck swelling', 'Skin on leg or foot looks infected', 'Skin on head or neck looks infected', 'Foot or toe lump or mass', 'Flu-like syndrome', 'Foot or toe pain']","['skin-on-arm-or-hand-looks-infected', 'neck-swelling', 'skin-on-leg-or-foot-looks-infected', 'skin-on-head-or-neck-looks-infected', 'foot-or-toe-lump-or-mass', 'flu-like-syndrome', 'foot-or-toe-pain']","[52, 52, 52, 34, 34, 34, 34]","Condition: Lymphangitis. Patient reports: Skin on arm or hand looks infected, Neck swelling, Skin on leg or foot looks infected, Skin on head or neck looks infected, Foot or toe lump or mass, Flu-like syndrome, Foot or toe pain.",7,52,41.71428571428572,0,0,0,self_monitor,False,39,0
Pulmonary hypertension,pulmonary-hypertension,"['Shortness of breath', 'Difficulty breathing', 'Fatigue', 'Sharp chest pain', 'Cough', 'Feeling ill', 'Wheezing']","['shortness-of-breath', 'difficulty-breathing', 'fatigue', 'sharp-chest-pain', 'cough', 'feeling-ill', 'wheezing']","[68, 39, 33, 31, 25, 16, 16]","Condition: Pulmonary hypertension. Patient reports: Shortness of breath, Difficulty breathing, Fatigue, Sharp chest pain, Cough, Feeling ill, Wheezing.",7,68,32.57142857142857,3,1,0,urgent,False,18,2
Congenital heart defect,congenital-heart-defect,"['Sharp chest pain', 'Lack of growth', 'Lymphedema', 'Arm swelling', 'Infant feeding problem', 'Slurring words', 'Irregular belly button']","['sharp-chest-pain', 'lack-of-growth', 'lymphedema', 'arm-swelling', 'infant-feeding-problem', 'slurring-words', 'irregular-belly-button']","[26, 6, 6, 4, 4, 2, 2]","Condition: Congenital heart defect. Patient reports: Sharp chest pain, Lack of growth, Lymphedema, Arm swelling, Infant feeding problem, Slurring words, Irregular belly button.",7,26,7.142857142857143,1,1,0,urgent,False,23,2
Intestinal malabsorption,intestinal-malabsorption,"['Diarrhea', 'Vomiting', 'Sharp abdominal pain', 'Allergic reaction', 'Irritable infant', 'Infant feeding problem', 'Cough']","['diarrhea', 'vomiting', 'sharp-abdominal-pain', 'allergic-reaction', 'irritable-infant', 'infant-feeding-problem', 'cough']","[64, 51, 43, 38, 33, 33, 33]","Condition: Intestinal malabsorption. Patient reports: Diarrhea, Vomiting, Sharp abdominal pain, Allergic reaction, Irritable infant, Infant feeding problem, Cough.",7,64,42.142857142857146,0,3,0,consult_gp,False,18,1
Celiac disease,celiac-disease,"['Sharp abdominal pain', 'Diarrhea', 'Regurgitation', 'Fatigue', 'Vomiting', 'Nausea', 'Allergic reaction']","['sharp-abdominal-pain', 'diarrhea', 'regurgitation', 'fatigue', 'vomiting', 'nausea', 'allergic-reaction']","[52, 52, 47, 41, 41, 34, 25]","Condition: Celiac disease. Patient reports: Sharp abdominal pain, Diarrhea, Regurgitation, Fatigue, Vomiting, Nausea, Allergic reaction.",7,52,41.71428571428572,0,4,0,consult_gp,False,15,1
Dengue fever,dengue-fever,"['Sore throat', 'Fever', 'Shoulder cramps or spasms', 'Ankle pain', 'Wrist pain', 'Pain during pregnancy', 'Joint stiffness or tightness']","['sore-throat', 'fever', 'shoulder-cramps-or-spasms', 'ankle-pain', 'wrist-pain', 'pain-during-pregnancy', 'joint-stiffness-or-tightness']","[100, 100, 32, 32, 32, 32, 32]","Condition: Dengue fever. Patient reports: Sore throat, Fever, Shoulder cramps or spasms, Ankle pain, Wrist pain, Pain during pregnancy, Joint stiffness or tightness.",7,100,51.42857142857143,0,2,0,consult_gp,False,23,1
Hydatidiform mole,hydatidiform-mole,"['Spotting or bleeding during pregnancy', 'Pain during pregnancy', 'Problems during pregnancy', 'Sharp abdominal pain', 'Low back pain', 'Nausea', 'Dizziness']","['spotting-or-bleeding-during-pregnancy', 'pain-during-pregnancy', 'problems-during-pregnancy', 'sharp-abdominal-pain', 'low-back-pain', 'nausea', 'dizziness']","[71, 52, 44, 44, 34, 34, 34]","Condition: Hydatidiform mole. Patient reports: Spotting or bleeding during pregnancy, Pain during pregnancy, Problems during pregnancy, Sharp abdominal pain, Low back pain, Nausea, Dizziness.",7,71,44.71428571428572,0,3,0,consult_gp,False,24,1
Kidney cancer,kidney-cancer,"['Kidney mass', 'Retention of urine', 'Blood in urine', 'Symptoms of the kidneys', 'Symptoms of prostate', 'Excessive urination at night', 'Involuntary urination']","['kidney-mass', 'retention-of-urine', 'blood-in-urine', 'symptoms-of-the-kidneys', 'symptoms-of-prostate', 'excessive-urination-at-night', 'involuntary-urination']","[35, 13, 10, 10, 7, 7, 7]","Condition: Kidney cancer. Patient reports: Kidney mass, Retention of urine, Blood in urine, Symptoms of the kidneys, Symptoms of prostate, Excessive urination at night, Involuntary urination.",7,35,12.714285714285714,0,1,0,consult_gp,False,26,1
Myocarditis,myocarditis,"['Palpitations', 'Ache all over', 'Cough', 'Chest tightness', 'Fever', 'Sharp chest pain', 'Weakness']","['palpitations', 'ache-all-over', 'cough', 'chest-tightness', 'fever', 'sharp-chest-pain', 'weakness']","[67, 56, 56, 56, 56, 56, 38]","Condition: Myocarditis. Patient reports: Palpitations, Ache all over, Cough, Chest tightness, Fever, Sharp chest pain, Weakness.",7,67,55.0,2,2,0,urgent,False,16,2
Myasthenia gravis,myasthenia-gravis,"['Double vision', 'Weakness', 'Fatigue', 'Abnormal movement of eyelid', 'Dizziness', 'Focal weakness', 'Headache']","['double-vision', 'weakness', 'fatigue', 'abnormal-movement-of-eyelid', 'dizziness', 'focal-weakness', 'headache']","[50, 48, 36, 28, 28, 28, 24]","Condition: Myasthenia gravis. Patient reports: Double vision, Weakness, Fatigue, Abnormal movement of eyelid, Dizziness, Focal weakness, Headache.",7,50,34.57142857142857,0,3,0,consult_gp,False,17,1
Esophageal varices,esophageal-varices,"['Burning abdominal pain', 'Nausea', 'Changes in stool appearance', 'Dizziness', 'Weakness', 'Lower abdominal pain', 'Sharp abdominal pain']","['burning-abdominal-pain', 'nausea', 'changes-in-stool-appearance', 'dizziness', 'weakness', 'lower-abdominal-pain', 'sharp-abdominal-pain']","[41, 41, 41, 26, 26, 26, 26]","Condition: Esophageal varices. Patient reports: Burning abdominal pain, Nausea, Changes in stool appearance, Dizziness, Weakness, Lower abdominal pain, Sharp abdominal pain.",7,41,32.42857142857143,0,2,0,consult_gp,False,21,1
Sebaceous cyst,sebaceous-cyst,"['Skin growth', 'Skin swelling', 'Skin lesion', 'Abnormal appearing skin', 'Neck mass', 'Back mass or lump', 'Acne or pimples']","['skin-growth', 'skin-swelling', 'skin-lesion', 'abnormal-appearing-skin', 'neck-mass', 'back-mass-or-lump', 'acne-or-pimples']","[80, 43, 31, 28, 22, 18, 16]","Condition: Sebaceous cyst. Patient reports: Skin growth, Skin swelling, Skin lesion, Abnormal appearing skin, Neck mass, Back mass or lump, Acne or pimples.",7,80,34.0,0,0,0,self_monitor,True,23,0
Dislocation of the ankle,dislocation-of-the-ankle,"['Ankle pain', 'Ankle swelling', 'Foot or toe pain', 'Eye strain', 'Elbow weakness', 'Elbow cramps or spasms', 'Wrist weakness']","['ankle-pain', 'ankle-swelling', 'foot-or-toe-pain', 'eye-strain', 'elbow-weakness', 'elbow-cramps-or-spasms', 'wrist-weakness']","[86, 56, 38, 3, 3, 3, 3]","Condition: Dislocation of the ankle. Patient reports: Ankle pain, Ankle swelling, Foot or toe pain, Eye strain, Elbow weakness, Elbow cramps or spasms, Wrist weakness.",7,86,27.428571428571427,0,0,0,self_monitor,False,25,0
Dumping syndrome,dumping-syndrome,"['Nausea', 'Vomiting', 'Fatigue', 'Upper abdominal pain', 'Ear pain', 'Headache', 'Diarrhea']","['nausea', 'vomiting', 'fatigue', 'upper-abdominal-pain', 'ear-pain', 'headache', 'diarrhea']","[84, 68, 68, 68, 68, 68, 68]","Condition: Dumping syndrome. Patient reports: Nausea, Vomiting, Fatigue, Upper abdominal pain, Ear pain, Headache, Diarrhea.",7,84,70.28571428571429,0,6,0,consult_gp,False,15,1
Panic attack,panic-attack,"['Shortness of breath', 'Dizziness', 'Sharp chest pain', 'Loss of sensation', 'Breathing fast', 'Anxiety and nervousness', 'Fainting']","['shortness-of-breath', 'dizziness', 'sharp-chest-pain', 'loss-of-sensation', 'breathing-fast', 'anxiety-and-nervousness', 'fainting']","[77, 67, 67, 64, 55, 55, 48]","Condition: Panic attack. Patient reports: Shortness of breath, Dizziness, Sharp chest pain, Loss of sensation, Breathing fast, Anxiety and nervousness, Fainting.",7,77,61.85714285714285,3,1,0,urgent,False,21,2
Cardiac arrest,cardiac-arrest,"['Shortness of breath', 'Difficulty breathing', 'Sharp chest pain', 'Weakness', 'Increased heart rate', 'Irregular heartbeat', 'Focal weakness']","['shortness-of-breath', 'difficulty-breathing', 'sharp-chest-pain', 'weakness', 'increased-heart-rate', 'irregular-heartbeat', 'focal-weakness']","[43, 30, 26, 22, 17, 17, 9]","Condition: Cardiac arrest. Patient reports: Shortness of breath, Difficulty breathing, Sharp chest pain, Weakness, Increased heart rate, Irregular heartbeat, Focal weakness.",7,43,23.428571428571427,3,0,0,urgent,True,21,2
Endometrial cancer,endometrial-cancer,"['Vaginal bleeding after menopause', 'Intermenstrual bleeding', 'Pelvic pain', 'Hot flashes', 'Long menstrual periods', 'Vaginal discharge', 'Vaginal itching']","['vaginal-bleeding-after-menopause', 'intermenstrual-bleeding', 'pelvic-pain', 'hot-flashes', 'long-menstrual-periods', 'vaginal-discharge', 'vaginal-itching']","[76, 32, 15, 15, 15, 10, 10]","Condition: Endometrial cancer. Patient reports: Vaginal bleeding after menopause, Intermenstrual bleeding, Pelvic pain, Hot flashes, Long menstrual periods, Vaginal discharge, Vaginal itching.",7,76,24.714285714285715,0,0,0,self_monitor,False,22,0
Optic neuritis,optic-neuritis,"['Diminished vision', 'Blindness', 'Headache', 'Spots or clouds in vision', 'Pain in eye', 'Fatigue', 'Symptoms of eye']","['diminished-vision', 'blindness', 'headache', 'spots-or-clouds-in-vision', 'pain-in-eye', 'fatigue', 'symptoms-of-eye']","[79, 65, 39, 39, 39, 39, 39]","Condition: Optic neuritis. Patient reports: Diminished vision, Blindness, Headache, Spots or clouds in vision, Pain in eye, Fatigue, Symptoms of eye.",7,79,48.42857142857143,0,2,0,consult_gp,False,21,1
Osteomyelitis,osteomyelitis,"['Skin lesion', 'Skin on leg or foot looks infected', 'Hand or finger pain', 'Hand or finger swelling', 'Difficulty speaking', 'Foot or toe swelling', 'Knee swelling']","['skin-lesion', 'skin-on-leg-or-foot-looks-infected', 'hand-or-finger-pain', 'hand-or-finger-swelling', 'difficulty-speaking', 'foot-or-toe-swelling', 'knee-swelling']","[56, 29, 20, 9, 7, 7, 5]","Condition: Osteomyelitis. Patient reports: Skin lesion, Skin on leg or foot looks infected, Hand or finger pain, Hand or finger swelling, Difficulty speaking, Foot or toe swelling, Knee swelling.",7,56,19.0,0,0,0,self_monitor,False,29,0
Central retinal artery or vein occlusion,central-retinal-artery-or-vein-occlusion,"['Diminished vision', 'Blindness', 'Spots or clouds in vision', 'Symptoms of eye', 'Pain in eye', 'Foreign body sensation in eye', 'Elbow pain']","['diminished-vision', 'blindness', 'spots-or-clouds-in-vision', 'symptoms-of-eye', 'pain-in-eye', 'foreign-body-sensation-in-eye', 'elbow-pain']","[83, 37, 34, 34, 20, 14, 8]","Condition: Central retinal artery or vein occlusion. Patient reports: Diminished vision, Blindness, Spots or clouds in vision, Symptoms of eye, Pain in eye, Foreign body sensation in eye, Elbow pain.",7,83,32.857142857142854,0,0,0,self_monitor,False,30,0
Breast infection (mastitis),breast-infection-mastitis,"['Pain or soreness of breast', 'Lump or mass of breast', 'Abnormal appearing skin', 'Fever', 'Bleeding or discharge from nipple', 'Postpartum problems of the breast', 'Recent pregnancy']","['pain-or-soreness-of-breast', 'lump-or-mass-of-breast', 'abnormal-appearing-skin', 'fever', 'bleeding-or-discharge-from-nipple', 'postpartum-problems-of-the-breast', 'recent-pregnancy']","[85, 53, 40, 36, 23, 21, 15]","Condition: Breast infection (mastitis). Patient reports: Pain or soreness of breast, Lump or mass of breast, Abnormal appearing skin, Fever, Bleeding or discharge from nipple, Postpartum problems of the breast, Recent pregnancy.",7,85,39.0,0,1,0,consult_gp,False,32,1
Narcolepsy,narcolepsy,"['Sleepiness', 'Fatigue', 'Apnea', 'Headache', 'Abnormal involuntary movements', 'Shortness of breath', 'Abnormal breathing sounds']","['sleepiness', 'fatigue', 'apnea', 'headache', 'abnormal-involuntary-movements', 'shortness-of-breath', 'abnormal-breathing-sounds']","[79, 46, 41, 36, 29, 29, 21]","Condition: Narcolepsy. Patient reports: Sleepiness, Fatigue, Apnea, Headache, Abnormal involuntary movements, Shortness of breath, Abnormal breathing sounds.",7,79,40.142857142857146,1,2,0,urgent,False,17,2
Open wound of the shoulder,open-wound-of-the-shoulder,"['Shoulder pain', 'Arm pain', 'Shoulder stiffness or tightness', 'Arm swelling', 'Abusing alcohol', 'Elbow pain', 'Wrist pain']","['shoulder-pain', 'arm-pain', 'shoulder-stiffness-or-tightness', 'arm-swelling', 'abusing-alcohol', 'elbow-pain', 'wrist-pain']","[61, 32, 14, 14, 14, 14, 14]","Condition: Open wound of the shoulder. Patient reports: Shoulder pain, Arm pain, Shoulder stiffness or tightness, Arm swelling, Abusing alcohol, Elbow pain, Wrist pain.",7,61,23.285714285714285,0,0,0,self_monitor,False,24,0
Dementia,dementia,"['Disturbance of memory', 'Problems with movement', 'Dizziness', 'Depressive or psychotic symptoms', 'Abnormal involuntary movements', 'Paresthesia', 'Hostile behavior']","['disturbance-of-memory', 'problems-with-movement', 'dizziness', 'depressive-or-psychotic-symptoms', 'abnormal-involuntary-movements', 'paresthesia', 'hostile-behavior']","[53, 45, 32, 32, 26, 21, 21]","Condition: Dementia. Patient reports: Disturbance of memory, Problems with movement, Dizziness, Depressive or psychotic symptoms, Abnormal involuntary movements, Paresthesia, Hostile behavior.",7,53,32.857142857142854,0,1,0,consult_gp,False,21,1
Trigger finger (finger disorder),trigger-finger-finger-disorder,"['Hand or finger pain', 'Hand or finger stiffness or tightness', 'Wrist pain', 'Hand or finger cramps or spasms', 'Hand or finger swelling', 'Paresthesia', 'Shoulder stiffness or tightness']","['hand-or-finger-pain', 'hand-or-finger-stiffness-or-tightness', 'wrist-pain', 'hand-or-finger-cramps-or-spasms', 'hand-or-finger-swelling', 'paresthesia', 'shoulder-stiffness-or-tightness']","[83, 69, 33, 19, 11, 11, 6]","Condition: Trigger finger (finger disorder). Patient reports: Hand or finger pain, Hand or finger stiffness or tightness, Wrist pain, Hand or finger cramps or spasms, Hand or finger swelling, Paresthesia, Shoulder stiffness or tightness.",7,83,33.142857142857146,0,0,0,self_monitor,False,34,0
Bone cancer,bone-cancer,"['Low back pain', 'Ache all over', 'Back pain', 'Leg pain', 'Fatigue', 'Peripheral edema', 'Rib pain']","['low-back-pain', 'ache-all-over', 'back-pain', 'leg-pain', 'fatigue', 'peripheral-edema', 'rib-pain']","[31, 27, 27, 27, 21, 15, 15]","Condition: Bone cancer. Patient reports: Low back pain, Ache all over, Back pain, Leg pain, Fatigue, Peripheral edema, Rib pain.",7,31,23.285714285714285,0,3,0,consult_gp,False,20,1
Poisoning due to sedatives,poisoning-due-to-sedatives,"['Depressive or psychotic symptoms', 'Sleepiness', 'Depression', 'Insomnia', 'Abusing alcohol', 'Delusions or hallucinations', 'Drug abuse']","['depressive-or-psychotic-symptoms', 'sleepiness', 'depression', 'insomnia', 'abusing-alcohol', 'delusions-or-hallucinations', 'drug-abuse']","[68, 31, 27, 21, 21, 15, 15]","Condition: Poisoning due to sedatives. Patient reports: Depressive or psychotic symptoms, Sleepiness, Depression, Insomnia, Abusing alcohol, Delusions or hallucinations, Drug abuse.",7,68,28.285714285714285,0,0,0,self_monitor,False,21,0
Drug abuse (methamphetamine),drug-abuse-methamphetamine,"['Drug abuse', 'Depressive or psychotic symptoms', 'Anxiety and nervousness', 'Depression', 'Shortness of breath', 'Delusions or hallucinations', 'Fears and phobias']","['drug-abuse', 'depressive-or-psychotic-symptoms', 'anxiety-and-nervousness', 'depression', 'shortness-of-breath', 'delusions-or-hallucinations', 'fears-and-phobias']","[66, 54, 39, 39, 28, 22, 22]","Condition: Drug abuse (methamphetamine). Patient reports: Drug abuse, Depressive or psychotic symptoms, Anxiety and nervousness, Depression, Shortness of breath, Delusions or hallucinations, Fears and phobias.",7,66,38.57142857142857,1,0,0,urgent,False,25,2
Multiple myeloma,multiple-myeloma,"['Weakness', 'Fatigue', 'Chills', 'Problems with movement', 'Disturbance of memory', 'Lip swelling', 'Stiffness all over']","['weakness', 'fatigue', 'chills', 'problems-with-movement', 'disturbance-of-memory', 'lip-swelling', 'stiffness-all-over']","[37, 29, 9, 9, 6, 3, 3]","Condition: Multiple myeloma. Patient reports: Weakness, Fatigue, Chills, Problems with movement, Disturbance of memory, Lip swelling, Stiffness all over.",7,37,13.714285714285714,0,1,0,consult_gp,False,19,1
Oppositional disorder,oppositional-disorder,"['Depressive or psychotic symptoms', 'Excessive anger', 'Hostile behavior', 'Restlessness', 'Fainting', 'Temper problems', 'Antisocial behavior']","['depressive-or-psychotic-symptoms', 'excessive-anger', 'hostile-behavior', 'restlessness', 'fainting', 'temper-problems', 'antisocial-behavior']","[57, 42, 40, 18, 15, 13, 8]","Condition: Oppositional disorder. Patient reports: Depressive or psychotic symptoms, Excessive anger, Hostile behavior, Restlessness, Fainting, Temper problems, Antisocial behavior.",7,57,27.571428571428573,1,0,0,urgent,False,19,2
